date,store_id,city,area,area_type,income_level,sku_id,category,price,discount_pct,weather,is_weekend,is_holiday,raw_demand,units_sold,inventory_level,lead_time_days,order_placed,order_quantity
2023-07-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Sunny,1,0,49,49,204,2.0,0,0
2022-09-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Sunny,0,0,33,33,192,2.0,0,0
2024-02-03,DS_MUM_02,Mumbai,Dharavi,Mixed,,MAGGI_NOOD,Packaged,14,5.0,Cloudy,1,0,59,59,331,2.0,0,0
2022-01-30,DS_MUM_01,Mumbai,Andheri,Residential,,PANEER_200G,Dairy,85,5.0,Foggy,1,0,56,56,184,1.0,0,0
2022-06-15,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,0.0,Cloudy,0,0,30,30,97,2.0,0,0
2023-05-31,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,20,20,45,3.0,1,98
2022-08-31,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Rainy,0,0,40,40,298,2.0,0,0
2023-12-27,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,18,18,83,2.0,0,0
2023-09-28,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,18,18,145,1.0,0,0
2023-04-24,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,22,22,130,2.0,0,0
2023-04-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,WATER_1L,Beverages,20,5.0,Sunny,1,0,150,150,221,1.0,0,0
2023-09-01,DS_MUM_01,Mumbai,Andheri,Residential,High,BUTTER_100G,Dairy,55,0.0,Rainy,0,0,15,15,115,1.0,0,0
2022-05-02,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,0.0,Hot,0,0,36,36,136,1.0,0,0
2022-10-05,DS_MUM_01,Mumbai,Andheri,Residential,High,DETERGENT_1KG,Household,110,10.0,Cloudy,0,1,27,16,0,3.0,0,0
2022-10-14,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,0,0,18,18,169,2.0,0,0
2023-11-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,27,27,58,2.0,0,0
2023-12-02,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,5.0,Sunny,1,0,38,38,164,,0,0
2023-03-12,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,5.0,Sunny,1,0,23,23,110,2.0,0,0
2023-07-06,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,71,71,439,1.0,0,0
2022-02-21,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,41,41,471,1.0,0,0
2023-05-30,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Hot,0,0,17,17,89,3.0,0,0
2023-12-02,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,0.0,Sunny,1,0,68,68,276,3.0,0,0
2024-03-10,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,Sunny,1,0,81,81,98,1.0,1,567
2022-12-13,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Foggy,0,0,34,34,98,2.0,0,0
2023-05-19,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Cloudy,0,0,79,79,299,1.0,0,0
2022-08-02,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,11,11,85,3.0,0,0
2023-08-26,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,5.0,,1,0,30,30,64,3.0,1,170
2023-03-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,64,64,329,1.0,0,0
2023-11-10,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,75,75,57,1.0,1,637
2023-08-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,15.0,Rainy,0,1,82,82,17,2.0,1,630
2023-04-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,33,33,214,2.0,0,0
2022-11-17,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,55,55,110,1.0,0,0
2022-09-11,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Rainy,1,0,51,51,189,1.0,0,0
2024-02-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DIAPERS_SM,BabyCare,350,0.0,Cloudy,0,0,8,8,58,3.0,0,0
2022-06-24,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,32,32,233,2.0,0,0
2022-01-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ONION_1KG,Vegetables,40,5.0,Sunny,1,0,108,108,339,2.0,0,0
2022-08-24,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,70,70,511,,0,0
2022-11-04,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,67,67,212,1.0,0,0
2023-03-30,DS_PUN_01,Pune,Koregaon,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Hot,0,0,90,90,35,1.0,1,490
2023-07-31,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,23,23,140,2.0,0,0
2023-08-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,10.0,Cloudy,1,0,43,43,212,2.0,0,0
2023-02-27,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,28,28,97,2.0,0,0
2023-10-09,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,0.0,Sunny,0,0,78,78,1108,1.0,0,0
2023-09-30,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,5.0,Cloudy,1,0,62,62,41,1.0,1,425
2022-07-07,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,,,0,0,95,95,576,1.0,0,0
2023-03-01,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,0.0,Cloudy,0,0,37,37,40,2.0,1,175
2022-08-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,,Cloudy,0,1,26,26,279,1.0,0,0
2023-04-20,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Hot,0,0,48,48,66,2.0,0,0
2023-04-02,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,10.0,Sunny,1,0,46,46,113,1.0,0,0
2023-11-26,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Cloudy,1,0,29,29,73,2.0,0,0
2022-03-27,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,,Sunny,1,0,21,21,50,2.0,1,132
2023-11-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CURD_400G,Dairy,42,0.0,Sunny,0,0,57,57,89,1.0,0,0
10/01/2024,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,,Sunny,0,0,40,40,13,1.0,1,220
2023-11-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Cloudy,1,0,25,25,22,2.0,0,0
2022-12-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,EGGS_12PK,Dairy,72,5.0,Cloudy,1,0,57,57,112,1.0,0,0
2023-03-15,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,87,87,537,1.0,0,0
2023-12-22,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,44,44,281,1.0,0,0
2022-02-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,15,15,18,3.0,0,0
2023-05-29,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BREAD_WH,Bakery,45,0.0,Hot,0,0,60,60,192,1.0,0,0
2024-01-23,DS_PUN_01,Pune,Koregaon,Commercial,High,ONION_1KG,Vegetables,40,0.0,Sunny,0,0,45,45,487,1.0,0,0
2022-08-23,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Cloudy,0,0,7,7,65,3.0,0,0
2022-02-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Foggy,0,0,32,32,256,1.0,0,0
2023-07-01,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,5.0,Rainy,1,0,53,53,186,2.0,0,0
2023-06-12,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,,Rainy,0,0,33,33,94,2.0,0,0
2022-05-29,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,0.0,Sunny,1,0,51,51,72,1.0,1,519
2023-08-13,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,5.0,Sunny,1,0,35,35,118,1.0,0,0
2023-02-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,5.0,Cloudy,1,0,30,30,107,4.0,0,0
2022-07-07,DS_MUM_01,Mumbai,Andheri,Residential,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,95,95,526,1.0,0,0
2022-03-10,DS_MUM_01,Mumbai,Andheri,Residential,High,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,35,35,195,2.0,0,0
2023-09-26,DS_PUN_01,Pune,Koregaon,Commercial,High,ATTA_5KG,Staples,220,0.0,Rainy,0,0,16,16,100,2.0,0,0
25/02/2024,DS_MUM_01,Mumbai,Andheri,Residential,High,CHIPS_LAYS,Snacks,20,0.0,Foggy,1,0,35,35,283,2.0,0,0
2024-03-27,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,0.0,Sunny,0,0,110,86,0,2.0,0,0
2023-01-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,EGGS_12PK,Dairy,72,0.0,Foggy,0,0,48,48,289,1.0,0,0
2022-03-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,15.0,Sunny,0,1,136,136,275,1.0,0,0
2022-10-21,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,Partly Cloudy,0,0,74,74,331,1.0,0,0
2022-04-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,24,24,60,3.0,0,0
2022-04-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,,0,0,45,45,22,2.0,1,315
2022-02-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BANANA_DOZ,Fruits,50,0.0,Cloudy,0,0,43,43,245,1.0,0,0
2022-04-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Sunny,1,0,21,21,140,3.0,0,0
2022-05-16,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,19,19,107,4.0,0,0
2022-04-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,1,1,22,3.0,0,0
2022-10-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,103,103,177,2.0,0,0
2022-04-30,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,1,0,50,50,61,2.0,1,264
09/01/2022,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Cloudy,1,0,86,86,212,1.0,0,0
2023-07-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ONION_1KG,Vegetables,40,0.0,Cloudy,1,0,112,112,475,2.0,0,0
2022-07-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,10.0,Rainy,1,0,37,37,283,2.0,0,0
2022-09-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CHIPS_LAYS,Snacks,20,0.0,Rainy,0,0,28,28,58,2.0,0,0
2023-04-16,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Hot,1,0,16,16,39,3.0,0,0
2024-02-14,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,28,28,47,1.0,0,0
2022-03-01,DS_MUM_01,Mumbai,Andheri,Residential,High,WATER_1L,Beverages,20,0.0,Hot,0,0,104,104,617,1.0,0,0
2022-10-22,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,5.0,Sunny,1,0,81,81,234,1.0,0,0
2023-09-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,20,20,30,1.0,0,0
2022-10-05,DS_MUM_01,Mumbai,Andheri,Residential,High,SHAMPOO_SM,PersonalCare,99,,Partly Cloudy,0,1,24,24,70,3.0,0,0
2022-08-03,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Rainy,0,0,50,50,373,1.0,0,0
2022-12-08,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,15,15,41,3.0,0,0
2022-10-07,DS_MUM_01,Mumbai,Andheri,Residential,High,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,95,95,964,1.0,0,0
2022-01-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,,Cloudy,1,0,43,43,348,2.0,0,0
2022-07-25,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Sunny,0,0,15,15,183,2.0,0,0
2023-02-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,26,26,139,1.0,0,0
2022-10-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Sunny,0,0,25,25,228,2.0,0,0
2022-05-15,DS_PUN_01,Pune,Koregaon,Commercial,High,TOMATO_500G,Vegetables,30,5.0,Hot,1,0,48,48,124,1.0,1,661
2024-02-28,DS_MUM_01,Mumbai,Andheri,Residential,High,TOMATO_500G,Vegetables,30,0.0,Foggy,0,0,35,35,217,1.0,0,0
2024-03-27,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Hot,0,0,94,94,60,1.0,1,630
2022-05-04,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Hot,0,0,79,79,657,1.0,0,0
2023-01-07,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,10.0,Sunny,1,0,69,69,7,2.0,0,0
2023-02-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,0.0,Cloudy,1,0,70,70,65,1.0,1,425
2023-10-18,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,54,54,47,1.0,1,409
2023-09-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,0.0,Sunny,0,0,49,49,460,1.0,0,0
2022-07-01,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Rainy,0,0,40,40,181,1.0,0,0
2023-10-23,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MILK_500ML,Dairy,28,0.0,Sunny,0,0,76,76,1045,1.0,0,0
2022-08-08,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,33,33,303,1.0,0,0
2024-02-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,58,49,0,2.0,0,0
2022-10-17,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,109,109,433,1.0,0,0
2023-06-27,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,11,11,68,3.0,0,0
2023-06-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,14,14,156,2.0,0,0
2022-02-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,35,35,284,1.0,0,0
2023-04-05,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Hot,0,0,89,89,148,1.0,0,0
2022-02-21,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,28,28,175,2.0,0,0
2023-06-13,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Rainy,0,0,82,82,476,2.0,0,0
2023-12-05,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,0.0,Foggy,0,0,18,18,131,3.0,0,0
2022-12-25,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,10.0,Foggy,1,1,53,53,101,2.0,1,396
2022-03-15,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Cloudy,0,0,54,54,397,1.0,0,0
2023-03-25,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,10.0,Sunny,1,0,77,77,314,2.0,0,0
2023-05-19,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,69,69,431,1.0,0,0
2022-06-12,DS_MUM_01,Mumbai,Andheri,Residential,High,CHIPS_LAYS,Snacks,20,0.0,Rainy,1,0,72,72,14,2.0,0,0
2022-06-06,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,17,17,84,4.0,1,147
2023-06-29,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,12,12,269,1.0,0,0
2024-03-03,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,10.0,Sunny,1,0,22,22,160,2.0,0,0
2023-07-05,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,35,35,33,1.0,1,220
2023-03-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Hot,0,0,19,19,195,1.0,0,0
2023-04-25,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,12,12,64,,0,0
2022-10-28,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,Sunny,0,0,96,96,416,1.0,0,0
2022-04-06,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Hot,0,0,40,24,0,2.0,0,0
2022-08-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Rainy,0,0,26,26,75,3.0,1,280
2023-05-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Hot,0,0,110,110,469,1.0,0,0
2023-10-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,,Cloudy,0,0,41,41,204,2.0,0,0
2023-03-23,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Sunny,0,0,47,47,409,1.0,0,0
2022-09-04,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Cloudy,1,0,66,66,207,1.0,0,0
2022-03-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CURD_400G,Dairy,42,0.0,Hot,0,0,54,54,212,1.0,0,0
2023-09-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Rainy,0,0,61,61,159,1.0,0,0
2023-04-10,DS_PUN_01,Pune,Koregaon,Commercial,High,ONION_1KG,Vegetables,40,0.0,Cloudy,0,0,70,70,114,1.0,0,0
2023-07-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Rainy,1,0,16,16,82,1.0,0,0
2023-06-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,0.0,Cloudy,0,0,41,41,400,1.0,0,0
2023-12-14,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Foggy,0,0,9,9,100,1.0,0,0
2022-06-05,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,5.0,Rainy,1,0,60,60,216,2.0,0,0
2023-04-11,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,7,7,80,3.0,0,0
2022-07-14,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,13,-13,88,2.0,0,0
2022-11-22,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,26,26,101,3.0,0,0
2022-05-11,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Sunny,0,0,18,18,80,3.0,0,0
2022-08-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,5.0,Rainy,1,0,32,32,136,1.0,0,0
2024-03-29,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Sunny,0,0,25,25,156,2.0,0,0
2022-09-20,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,Sunny,0,0,59,59,170,1.0,0,0
2023-06-06,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,31,31,317,2.0,0,0
2022-10-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,44,44,690,1.0,0,0
2022-12-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,24,24,155,,0,0
2022-04-28,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Hot,0,0,24,24,140,1.0,0,0
2022-02-18,DS_PUN_01,Pune,Koregaon,Commercial,High,COKE_2L,Beverages,95,0.0,Sunny,0,0,24,24,39,3.0,0,0
2022-02-24,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,43,43,327,1.0,0,0
2022-10-04,DS_MUM_01,Mumbai,Andheri,Residential,High,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,76,76,1262,1.0,0,0
15/11/2022,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,0.0,Sunny,0,0,41,41,369,1.0,0,0
2023-01-20,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,,Foggy,0,0,42,42,286,3.0,0,0
2022-08-06,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Rainy,1,0,24,24,176,3.0,0,0
08/11/2023,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Partly Cloudy,0,0,30,30,77,1.0,0,0
2023-12-10,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,5.0,Cloudy,1,0,36,36,68,2.0,0,0
2022-11-20,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,0.0,Partly Cloudy,1,0,68,68,190,1.0,0,0
2024-03-10,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,10.0,Hot,1,0,49,49,157,2.0,0,0
2022-07-27,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Rainy,0,0,38,38,172,1.0,0,0
2023-11-28,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,18,18,185,3.0,0,0
2022-07-02,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Cloudy,1,0,18,18,130,4.0,0,0
2023-07-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,10.0,Cloudy,1,0,35,35,95,2.0,0,0
2023-11-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,10.0,Sunny,1,0,22,22,160,2.0,0,0
2023-01-11,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,19,19,157,2.0,0,0
2023-07-17,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,0.0,Cloudy,0,0,48,48,252,2.0,0,0
2023-09-27,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,24,24,91,2.0,1,245
2022-07-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,43,43,248,2.0,0,0
2023-02-22,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,53,53,301,1.0,0,0
2022-06-28,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,24,24,58,4.0,1,126
2022-06-13,DS_PUN_01,Pune,Koregaon,Commercial,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,93,93,201,1.0,0,0
2023-05-05,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Hot,0,0,54,54,647,1.0,0,0
